AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,HOUSEHOLD_KEY
55-64,A,100-124K,Homeowner,2 Adults Kids,3,1,1217
45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1218
19-24,A,15-24K,Homeowner,2 Adults Kids,3,1,1219
35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1220
25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,1221
45-54,U,15-24K,Homeowner,Single Female,1,None/Unknown,1222
35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1223
45-54,U,50-74K,Renter,Unknown,1,None/Unknown,1224
35-44,U,50-74K,Homeowner,2 Adults Kids,4,2,1225
25-34,B,35-49K,Homeowner,1 Adult Kids,3,2,1226
35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown,1227
45-54,U,100-124K,Unknown,Single Female,1,None/Unknown,1228
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1229
65+,U,50-74K,Homeowner,2 Adults Kids,3,1,1230
35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,1231
19-24,A,50-74K,Homeowner,2 Adults Kids,3,1,1232
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1233
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1234
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1235
35-44,U,50-74K,Unknown,2 Adults Kids,3,1,1236
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,1237
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1238
45-54,U,15-24K,Unknown,Unknown,1,None/Unknown,1239
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1240
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1241
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1242
55-64,U,100-124K,Homeowner,Unknown,1,None/Unknown,1243
65+,B,100-124K,Homeowner,Single Female,1,None/Unknown,1244
35-44,A,15-24K,Renter,1 Adult Kids,4,2,1245
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1246
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1247
45-54,U,50-74K,Unknown,1 Adult Kids,2,1,1248
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,1249
35-44,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1250
25-34,A,100-124K,Homeowner,2 Adults Kids,5+,3+,1251
45-54,U,125-149K,Homeowner,1 Adult Kids,5+,3+,1252
45-54,A,125-149K,Homeowner,1 Adult Kids,5+,3+,1253
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1254
45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,1255
45-54,U,50-74K,Unknown,1 Adult Kids,2,1,1256
45-54,U,50-74K,Homeowner,2 Adults Kids,3,1,1257
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,1258
35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,1259
65+,U,50-74K,Homeowner,Single Male,1,None/Unknown,1260
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,1261
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,1262
25-34,B,15-24K,Unknown,Single Male,1,None/Unknown,1263
45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,1264
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1265
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1266
25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,1267
35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2,1268
65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,1269
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1270
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1271
65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,1272
35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2,1273
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1274
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1275
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1276
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1277
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1278
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1279
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1280
35-44,U,75-99K,Homeowner,2 Adults Kids,3,1,1281
25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,1282
19-24,B,Under 15K,Renter,2 Adults Kids,5+,3+,1283
45-54,B,35-49K,Renter,Single Female,1,None/Unknown,1284
25-34,B,25-34K,Renter,1 Adult Kids,3,2,1285
65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,1286
35-44,B,35-49K,Renter,1 Adult Kids,2,1,1287
65+,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1288
65+,U,50-74K,Unknown,Single Male,1,None/Unknown,1289
25-34,A,75-99K,Homeowner,2 Adults Kids,4,2,1290
55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,1291
19-24,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1292
35-44,A,75-99K,Renter,Single Female,2,None/Unknown,1293
25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,1294
25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1295
65+,A,25-34K,Homeowner,Single Female,2,None/Unknown,1296
35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown,1297
45-54,U,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown,1298
35-44,U,15-24K,Renter,2 Adults Kids,4,2,1299
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,1300
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,1301
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1302
65+,U,50-74K,Unknown,Single Male,1,None/Unknown,1303
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1304
19-24,B,Under 15K,Renter,1 Adult Kids,2,1,1305
45-54,U,Under 15K,Unknown,Unknown,1,None/Unknown,1306
45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1307
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1308
35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1309
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,1310
55-64,A,35-49K,Unknown,2 Adults Kids,3,1,1311
35-44,B,75-99K,Renter,Single Male,1,None/Unknown,1312
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1313
45-54,A,35-49K,Homeowner,Single Male,2,None/Unknown,1314
45-54,U,50-74K,Unknown,1 Adult Kids,2,1,1315
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1316
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1317
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1318
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1319
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1320
19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1321
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1322
65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,1323
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1324
55-64,U,35-49K,Unknown,Single Male,1,None/Unknown,1325
45-54,U,Under 15K,Homeowner,Single Male,1,None/Unknown,1326
25-34,B,50-74K,Homeowner,Unknown,1,None/Unknown,1327
55-64,A,25-34K,Homeowner,Single Female,2,None/Unknown,1328
45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1329
19-24,U,50-74K,Unknown,Single Female,1,None/Unknown,1330
65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1331
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1332
45-54,U,125-149K,Homeowner,2 Adults Kids,4,2,1333
19-24,B,50-74K,Homeowner,Single Female,1,None/Unknown,1334
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1335
19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,1336
45-54,U,50-74K,Homeowner,2 Adults Kids,4,2,1337
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1338
25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,1339
35-44,A,25-34K,Homeowner,2 Adults Kids,5+,3+,1340
35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,1341
19-24,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1342
45-54,B,150-174K,Homeowner,Single Female,1,None/Unknown,1343
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1344
45-54,U,15-24K,Renter,Single Male,1,None/Unknown,1345
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1346
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1347
45-54,U,75-99K,Probable Owner,Single Female,1,None/Unknown,1348
65+,U,15-24K,Unknown,Unknown,1,None/Unknown,1349
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1350
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1351
35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1352
55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1353
65+,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1354
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,1355
35-44,U,50-74K,Homeowner,Single Male,1,None/Unknown,1356
55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1357
25-34,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1358
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,1359
25-34,U,35-49K,Unknown,2 Adults Kids,3,1,1360
55-64,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,1361
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1362
25-34,U,15-24K,Unknown,1 Adult Kids,2,1,1363
65+,B,100-124K,Homeowner,Single Female,1,None/Unknown,1364
45-54,U,35-49K,Probable Renter,Unknown,1,None/Unknown,1365
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1366
35-44,U,75-99K,Homeowner,2 Adults Kids,3,1,1367
55-64,U,50-74K,Unknown,Unknown,1,None/Unknown,1368
25-34,B,Under 15K,Probable Renter,Single Male,1,None/Unknown,1369
65+,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1370
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,1371
25-34,U,100-124K,Unknown,Single Male,1,None/Unknown,1372
45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1373
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1374
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1375
55-64,U,50-74K,Homeowner,Unknown,1,None/Unknown,1376
35-44,A,100-124K,Unknown,2 Adults Kids,3,1,1377
25-34,U,100-124K,Unknown,Single Female,1,None/Unknown,1378
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1379
35-44,A,75-99K,Homeowner,2 Adults Kids,4,2,1380
35-44,A,50-74K,Probable Owner,2 Adults Kids,4,2,1381
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1382
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1383
25-34,B,175-199K,Unknown,Single Female,1,None/Unknown,1384
45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1385
45-54,A,75-99K,Homeowner,Unknown,3,1,1386
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1387
35-44,A,100-124K,Unknown,2 Adults Kids,3,1,1388
65+,A,100-124K,Homeowner,Single Female,2,None/Unknown,1389
45-54,A,35-49K,Homeowner,Unknown,2,None/Unknown,1390
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1391
25-34,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1392
35-44,B,150-174K,Homeowner,Single Female,1,None/Unknown,1393
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1394
45-54,U,15-24K,Homeowner,Single Female,1,None/Unknown,1395
65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1396
45-54,B,35-49K,Renter,Single Female,1,None/Unknown,1397
19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1398
25-34,A,100-124K,Homeowner,2 Adults Kids,3,1,1399
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,1400
55-64,A,100-124K,Unknown,2 Adults No Kids,2,None/Unknown,1401
55-64,U,15-24K,Unknown,Single Male,1,None/Unknown,1402
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1403
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1404
35-44,U,25-34K,Unknown,Single Female,1,None/Unknown,1405
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1406
35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,1407
19-24,B,50-74K,Homeowner,Single Female,1,None/Unknown,1408
25-34,U,35-49K,Unknown,2 Adults Kids,4,2,1409
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1410
45-54,A,25-34K,Renter,2 Adults No Kids,2,None/Unknown,1411
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1412
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1413
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1414
35-44,U,25-34K,Unknown,Single Female,1,None/Unknown,1415
35-44,A,100-124K,Unknown,2 Adults Kids,5+,3+,1416
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1417
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1418
35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,1419
19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,1420
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1421
35-44,B,50-74K,Homeowner,2 Adults Kids,3,1,1422
45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,1423
35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1424
19-24,B,50-74K,Unknown,2 Adults Kids,3,1,1425
45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1426
19-24,A,200-249K,Unknown,2 Adults No Kids,2,None/Unknown,1427
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1428
45-54,B,35-49K,Renter,Single Female,1,None/Unknown,1429
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1430
25-34,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1431
55-64,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,1432
45-54,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1433
35-44,B,25-34K,Homeowner,Single Male,1,None/Unknown,1434
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1435
25-34,U,Under 15K,Unknown,2 Adults Kids,3,1,1436
25-34,A,15-24K,Homeowner,1 Adult Kids,3,1,1437
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,1438
35-44,B,25-34K,Unknown,Single Male,1,None/Unknown,1439
65+,U,100-124K,Unknown,Single Male,1,None/Unknown,1440
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1441
65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1442
35-44,U,150-174K,Unknown,2 Adults No Kids,2,None/Unknown,1443
25-34,A,15-24K,Renter,2 Adults Kids,4,2,1444
35-44,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1445
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1446
65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1447
35-44,U,15-24K,Unknown,Single Male,1,None/Unknown,1448
65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,1449
25-34,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1450
45-54,A,125-149K,Homeowner,1 Adult Kids,5+,3+,1451
45-54,A,25-34K,Unknown,2 Adults Kids,3,1,1452
45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,1453
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1454
35-44,A,100-124K,Homeowner,2 Adults Kids,5+,3+,1455
55-64,B,35-49K,Homeowner,Single Male,1,None/Unknown,1456
25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,1457
45-54,A,Under 15K,Homeowner,Single Male,2,None/Unknown,1458
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1459
25-34,A,35-49K,Unknown,2 Adults Kids,3,1,1460
35-44,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1461
25-34,A,50-74K,Renter,2 Adults No Kids,2,None/Unknown,1462
45-54,B,100-124K,Homeowner,Single Male,1,None/Unknown,1463
25-34,A,150-174K,Homeowner,2 Adults Kids,4,2,1464
45-54,U,50-74K,Homeowner,2 Adults Kids,3,1,1465
45-54,U,15-24K,Probable Renter,Unknown,1,None/Unknown,1466
35-44,A,50-74K,Probable Owner,2 Adults Kids,4,2,1467
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1468
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1469
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,1470
65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,1471
35-44,U,15-24K,Homeowner,2 Adults Kids,3,1,1472
19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,1473
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1474
25-34,B,50-74K,Homeowner,Single Male,1,None/Unknown,1475
55-64,B,75-99K,Homeowner,Single Female,1,None/Unknown,1476
35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,1477
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1478
45-54,U,15-24K,Probable Renter,Unknown,1,None/Unknown,1479
65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1480
19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,1481
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1482
19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown,1483
19-24,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1484
35-44,U,50-74K,Homeowner,Single Male,1,None/Unknown,1485
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,1486
45-54,U,50-74K,Homeowner,2 Adults Kids,4,2,1487
25-34,A,50-74K,Probable Owner,Single Female,2,None/Unknown,1488
45-54,U,50-74K,Unknown,Unknown,2,1,1489
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1490
65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1491
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1492
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1493
65+,B,25-34K,Unknown,Single Female,1,None/Unknown,1494
45-54,U,75-99K,Homeowner,2 Adults Kids,3,1,1495
25-34,A,100-124K,Homeowner,2 Adults Kids,4,2,1496
45-54,A,75-99K,Homeowner,Single Male,2,None/Unknown,1497
45-54,U,175-199K,Homeowner,2 Adults Kids,3,1,1498
55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1499
45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1500
35-44,U,15-24K,Homeowner,Single Female,1,None/Unknown,1501
65+,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1502
65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1503
35-44,A,15-24K,Unknown,2 Adults Kids,4,2,1504
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,1505
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1506
45-54,U,125-149K,Homeowner,2 Adults Kids,4,2,1507
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1508
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1509
35-44,U,75-99K,Unknown,Unknown,1,None/Unknown,1510
55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1511
35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1512
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,1513
35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,1514
35-44,B,35-49K,Unknown,1 Adult Kids,3,2,1515
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1516
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,1517
45-54,A,25-34K,Unknown,2 Adults Kids,3,1,1518
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1519
45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,1520
65+,A,35-49K,Homeowner,1 Adult Kids,3,1,1521
35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1522
19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,1523
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1524
35-44,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1525
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1526
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1527
35-44,B,125-149K,Unknown,Single Female,1,None/Unknown,1528
45-54,U,50-74K,Unknown,Single Male,1,None/Unknown,1529
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1530
35-44,A,15-24K,Homeowner,2 Adults Kids,3,1,1531
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1532
25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,1533
25-34,A,75-99K,Renter,2 Adults Kids,3,1,1534
65+,U,100-124K,Unknown,Single Male,1,None/Unknown,1535
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1536
19-24,A,35-49K,Renter,2 Adults Kids,3,1,1537
45-54,A,35-49K,Unknown,Single Female,2,None/Unknown,1538
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1539
45-54,U,15-24K,Unknown,2 Adults Kids,4,2,1540
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1541
35-44,A,250K+,Homeowner,2 Adults Kids,3,1,1542
45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown,1543
35-44,A,50-74K,Probable Owner,2 Adults Kids,4,2,1544
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1545
55-64,A,15-24K,Unknown,Single Female,2,None/Unknown,1546
25-34,U,15-24K,Unknown,1 Adult Kids,2,1,1547
19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1548
45-54,U,15-24K,Homeowner,Unknown,1,None/Unknown,1549
35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,1550
19-24,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1551
35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1552
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1553
45-54,U,175-199K,Unknown,2 Adults Kids,3,1,1554
25-34,A,50-74K,Homeowner,Single Female,2,None/Unknown,1555
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1556
25-34,A,100-124K,Renter,1 Adult Kids,4,2,1557
45-54,A,15-24K,Homeowner,2 Adults Kids,5+,3+,1558
19-24,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1559
25-34,U,100-124K,Unknown,Single Female,1,None/Unknown,1560
45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,1561
45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,1562
45-54,A,75-99K,Homeowner,Unknown,3,1,1563
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1564
35-44,U,50-74K,Homeowner,Single Female,1,None/Unknown,1565
35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1566
45-54,U,15-24K,Renter,Single Male,1,None/Unknown,1567
55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown,1568
55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1569
65+,A,15-24K,Homeowner,Single Female,2,None/Unknown,1570
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,1571
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1572
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,1573
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1574
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1575
25-34,B,Under 15K,Probable Renter,Single Male,1,None/Unknown,1576
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1577
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1578
55-64,A,50-74K,Homeowner,1 Adult Kids,5+,3+,1579
19-24,B,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1580
35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,1581
25-34,U,35-49K,Unknown,2 Adults Kids,4,2,1582
45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown,1583
35-44,A,35-49K,Homeowner,2 Adults Kids,4,2,1584
45-54,B,150-174K,Homeowner,Single Female,1,None/Unknown,1585
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1586
55-64,B,175-199K,Homeowner,Single Female,1,None/Unknown,1587
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1588
65+,A,100-124K,Homeowner,Single Female,2,None/Unknown,1589
45-54,A,35-49K,Homeowner,Single Male,2,None/Unknown,1590
25-34,U,25-34K,Unknown,Single Female,1,None/Unknown,1591
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1592
55-64,B,75-99K,Homeowner,Single Female,1,None/Unknown,1593
45-54,A,35-49K,Homeowner,Unknown,2,None/Unknown,1594
45-54,U,50-74K,Homeowner,Single Male,1,None/Unknown,1595
25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,1596
35-44,U,50-74K,Unknown,2 Adults Kids,3,1,1597
35-44,B,25-34K,Unknown,Single Male,1,None/Unknown,1598
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1599
45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1600
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1601
45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1602
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1603
35-44,U,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,1604
55-64,U,15-24K,Unknown,Single Male,1,None/Unknown,1605
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1606
45-54,A,25-34K,Homeowner,2 Adults Kids,5+,3+,1607
45-54,U,15-24K,Homeowner,Unknown,1,None/Unknown,1608
45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1609
35-44,A,150-174K,Homeowner,2 Adults Kids,3,1,1610
25-34,B,35-49K,Homeowner,1 Adult Kids,3,2,1611
65+,B,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,1612
